STELE BIO                      | esp. G02F HORMONIOS SEXUAIS TOPICOS           | app G03C ESTROGENOS E ASSOCIACOES EXCETO G03A G03E G03F
TANDENE                        | esp. M01A ANTI REUMATICOS SEM ESTEROIDES      | app M03B RELAXANTES MUSCULARES ACAO CENTRAL
CARBOCISTEINA XAROPE EMS       | esp. R05C EXPECTORANTES                       | app INSUMO PARA DRINK
ALTRYXEN EUR                   | esp. L04X OUTROS IMUNOSSUPRESORES             | app L01B ANTIMETABOLITOS
MELATONINA                     | esp. H04X OUTRAS HORMONIOS E PREPARACAO COM A | app N05B1 NAO BARBITURICOS PUROS
VIZURIA EXE                    | esp. G04A ANTISSEPTICOS E ANTINFECCIOSOS URIN | app J01X9 TODOS OUTROS ANTI BACTERIANOS
GALDERMA GAL                   | esp. D10A PREPARACOES ANTIACNE TOPICOS        | app OUTRA CATEGORIA
OLMY HCT                       | esp. C09D ANTAGONISTAS DE LA ANGIOTENSINA II  | app C09C ANTAGONISTAS DE LA ANGIOTENSINA II PUROS
COF COF                        | esp. R05C EXPECTORANTES                       | app OUTRA CATEGORIA
CLOR DE BUPROPIONA GER         | esp. N06A A DEPRESSIVOS E REGUL DE HUMOR      | app N05A1 ANTIPSICOTICOS ATIPICOS
TIARAJU                        | esp. R02A PREPARACOES PARA GARGANTA           | app OUTRA CATEGORIA
ERFANDEL JNS                   | esp. L01X OUTROS ANTINEOPLASICOS              | app L01H9 ANTINEOPLASICOS INIBIDORES DA PROTEINA QUINASE OUT
CONDIMIL                       | esp. M01A ANTI REUMATICOS SEM ESTEROIDES      | app OUTRA CATEGORIA
ULTRASUPRY                     | esp. A12C OUTROS SUPLEMENTOS MINERAIS         | app VITAMINA OUTRO
LACRIBELL LAT                  | esp. S01X OUTROS OFTALMOLOGICOS               | app S01K1 LAGRIMAS ARTIFICIAIS E LUBRIFICANTES OCULARES
DEXAMETASONA GER               | esp. D07A CORTICOIDES TOPICOS PUROS           | app H02A CORTICOSTEROIDES PUROS
SHIRE                          | esp. N06B PSICOESTIMULANTES                   | app OUTRA CATEGORIA
PREVENT                        | esp. A11D VITAMINA B1 E ASSOCIACOES           | app OUTRA CATEGORIA
SELENE                         | esp. D10B PREPARACOES ANTIACNE ORAIS          | app G03A1 MONOFASICOS MENOR 50 MCG ESTROGENOS
CLOR DE TRAZODONA MED          | esp. N06A A DEPRESSIVOS E REGUL DE HUMOR      | app N05A1 ANTIPSICOTICOS ATIPICOS
TRATURIL                       | esp. G04A ANTISSEPTICOS E ANTINFECCIOSOS URIN | app J01X9 TODOS OUTROS ANTI BACTERIANOS
GUMMY                          | esp. A12C OUTROS SUPLEMENTOS MINERAIS         | app VITAMINA OUTRO
PANVEL VITA                    | esp. A12A CALCIO                              | app VITAMINA OUTRO
VIE ACH                        | esp. N07D PRODUTOS ANTI ALZHEIMER             | app OUTRA CATEGORIA
LEITE DE MAGNESIA GSK          | esp. A06A DROGAS PARA A CONSTIPACAO           | app A02A1 ANTIACIDOS PUROS
UNIPHAR                        | esp. R02A PREPARACOES PARA GARGANTA           | app OUTRA CATEGORIA
KETHOL                         | esp. M01A ANTI REUMATICOS SEM ESTEROIDES      | app N02B NAO NARCOTICOS ANTIPIRETICOS
CANELA DE VELHO                | esp. M02A ANTIREUMATICOS TOPICOS COM ANALGESI | app TEMPERO NATURAL/ESPECIARIA
ROSA FRQ                       | esp. C10A PREPARADOS PARA REGULACAO COLESTERO | app PLANTA E FLOR
ASPI EUR                       | esp. B01C INIBIDORES DA AGREGACAO PLAQUETARIA | app OUTRA CATEGORIA
ACTIV ERV                      | esp. A12C OUTROS SUPLEMENTOS MINERAIS         | app VITAMINA OUTRO
TRIBULUS MACA PERU GEN         | esp. G04E PRODUTOS PARA DISFUNCAO ERETIL      | app PERU
PROHN ACH                      | esp. A06A DROGAS PARA A CONSTIPACAO           | app A16A OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METAB
DEXCLORFENIRAMINA MDQ          | esp. H02B ASSOCIACOES CORTICOSTEROIDES SISTEM | app R06A ANTIHISTAMINICOS SISTEMICOS
FLEX S                         | esp. A12C OUTROS SUPLEMENTOS MINERAIS         | app VITAMINA OUTRO
KELTRINA MUL                   | esp. P01B ANTIHELMINTICOS EXCETO OS ESQUISTOS | app P03A ECTOPARASITICIDAS INCL ESCAB
CLOR DE BUPROPIONA GEO         | esp. N06A A DEPRESSIVOS E REGUL DE HUMOR      | app N05A1 ANTIPSICOTICOS ATIPICOS
MIRTAZAPINA GER                | esp. N06A A DEPRESSIVOS E REGUL DE HUMOR      | app N05A1 ANTIPSICOTICOS ATIPICOS
DICLOR DE PRAMIPEXOL PRD       | esp. N04A ANTIPARKINSONIANOS                  | app VITAMINA OUTRO
TROMETAMOL CETOROLACO UNI      | esp. N02B NAO NARCOTICOS ANTIPIRETICOS        | app S01R ANTIINFLAMATORIOS OFTALMOLOGICOS NAO ESTEROIDES
ETOMIDATO BLA                  | esp. N01B ANESTESICOS LOCAIS EXCLUINDO DERMAT | app N01A1 ANESTESICOS INALANTES
FOSF DE SITAGLIPTINA RAN       | esp. A10N INIBIDOR DPP IV                     | app A10P1 INIBIDOR SGLT2 ANTIDIABETICOS SIMPLES
MUWIZ ARO                      | esp. C10B PREPARACOES ANTIATEROMA DE ORIGEM N | app VITAMINA OUTRO
SARCOPEN                       | esp. A12C OUTROS SUPLEMENTOS MINERAIS         | app VITAMINA OUTRO
SONRISAL                       | esp. N02B NAO NARCOTICOS ANTIPIRETICOS        | app A02A1 ANTIACIDOS PUROS
ITA BRASIL ITA                 | esp. R05A ANTIGRIPAIS EXCLUINDO ANTINFECCIOSO | app OUTRA CATEGORIA
CETOCONAZOL BETAMETASONA NEOMICINA CIM | esp. D07B ASSOCIACOES DE CORTICOIDES          | app J02A AGENTES ANTIMICOTICOS SISTEMICOS EXCLUINDO GRISEOF
